2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,26,41,27,41,41,26,26,26,26,3,3,3,3,3,3,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,44,3,27,27,41,27,4,26,41,27,41,26,3,3,3,2,3,2,35,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,44,44,44,2,2,2,2,2,44,1,2,26,27,41,26,26,26,26,26,26,26,26,3,3,3,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,44,2,3,44,1,1,1,44,44,44,26,27,27,27,26,26,26,26,26,26,26,26,26,3,3,3,2,2,44,44,2,2,44,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,2,30,32,32,32,30,29,26,44,1,27,31,5,27,27,41,41,27,27,26,26,26,26,41,26,26,3,2,2,44,44,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,41,32,26,4,4,5,31,30,32,29,29,27,27,27,27,27,27,26,26,26,26,26,26,41,27,26,3,2,2,2,44,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,2,31,3,4,4,4,3,3,4,27,29,30,32,29,27,27,26,3,35,26,26,41,26,26,26,26,26,3,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,26,5,4,4,5,31,5,3,2,4,26,30,32,27,27,26,3,35,41,2,3,26,26,26,26,26,3,2,2,2,2,2,44,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,1,4,4,4,3,32,6,32,5,5,3,31,31,27,5,3,3,3,26,3,3,3,3,26,3,2,3,3,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,15,8,41,4,4,31,31,32,5,5,4,27,41,29,27,2,3,3,3,26,3,3,2,3,2,2,2,3,3,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,15,3,8,8,15,2,29,31,29,27,4,41,4,4,29,31,30,41,1,3,3,2,3,3,2,2,2,2,2,2,44,3,3,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,15,15,15,1,1,1,2,4,4,3,3,2,3,27,30,30,31,3,44,26,3,2,2,2,2,2,44,2,2,2,3,3,3,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,15,15,1,1,1,1,1,1,1,1,1,3,15,1,29,26,26,26,35,26,4,41,3,2,2,26,3,2,44,2,2,2,2,2,2,2,3,3,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,15,1,1,1,1,44,44,1,1,15,15,10,3,1,8,1,44,29,26,26,26,26,27,26,2,44,2,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,1,1,1,1,1,1,1,1,15,15,1,15,1,1,1,1,1,1,1,1,31,26,26,26,26,29,26,2,2,3,2,3,3,2,3,3,2,3,3,3,2,2,3,3,2,2,3,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,15,1,1,1,2,1,1,1,1,1,1,1,1,44,1,44,1,15,29,41,27,26,26,5,2,2,2,3,2,2,3,3,2,3,3,4,3,3,3,3,3,3,2,3,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,8,8,10,15,1,1,10,15,3,1,1,1,15,15,1,2,29,27,26,1,26,26,26,3,2,3,44,1,4,4,2,3,4,4,3,3,3,3,3,2,2,2,3,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,1,1,4,1,4,3,10,15,8,5,27,26,1,26,6,26,41,35,44,3,44,44,4,4,3,4,4,3,2,3,4,3,4,3,41,3,41,41,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,8,1,3,15,15,15,1,15,15,4,27,3,5,6,6,5,26,2,2,2,2,3,4,4,3,4,4,26,3,4,29,27,27,27,41,26,26,26,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,44,2,4,4,8,3,4,10,8,15,31,26,3,4,6,6,26,35,2,2,1,3,5,3,5,31,5,27,4,4,41,41,4,26,26,26,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35,31,27,3,2,4,10,4,3,30,27,35,44,26,41,35,3,3,2,1,4,6,35,27,26,26,3,2,2,2,2,2,2,2,2,2,2,19,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,44,44,44,44,44,2,3,4,27,27,27,27,35,27,27,26,3,26,2,3,6,44,44,44,44,44,2,2,2,2,2,2,2,3,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,44,44,3,4,5,26,3,26,26,3,4,3,2,6,2,44,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,44,1,44,3,3,3,44,2,44,2,6,2,44,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,44,44,2,2,3,6,3,44,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,44,44,2,6,4,44,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,3,13,6,5,5,30,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,2,6,6,6,5,4,1,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,5,1,44,1,44,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,1,6,6,4,44,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,44,1,2,6,6,3,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,2,44,44,1,1,1,1,1,44,44,44,44,2,3,3,44,1,44,2,3,3,2,2,2,1,2,44,44,44,44,2,1,3,6,6,3,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3
2,2,2,2,2,2,2,2,2,2,2,2,44,2,4,5,31,5,26,26,26,26,26,26,3,2,2,26,41,5,5,27,41,26,26,1,1,3,2,2,2,2,2,1,3,6,6,4,2,44,2,2,2,2,2,2,2,2,2,3,3,3,3,3
2,2,2,2,2,2,2,2,2,2,44,44,26,32,6,6,6,6,5,4,26,3,44,44,2,26,5,31,31,5,5,27,27,27,31,2,1,44,1,44,2,2,2,1,35,6,6,5,30,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3
2,2,44,2,2,2,2,2,2,44,2,5,32,32,31,5,5,5,31,6,6,6,6,6,6,6,32,31,5,4,27,27,27,27,27,26,44,35,1,1,44,2,2,1,35,6,6,4,32,26,1,2,2,2,2,2,2,2,2,3,3,3,3,3
2,2,3,2,2,2,2,2,2,26,32,32,31,27,26,26,26,26,26,27,4,32,27,31,30,30,5,30,30,30,30,30,30,30,30,30,32,6,31,26,44,44,1,1,3,6,6,3,30,30,1,2,2,2,2,2,2,2,2,2,2,3,3,3
3,10,8,8,5,8,10,3,15,44,4,31,4,4,5,27,4,27,27,27,31,6,27,26,35,26,3,1,1,2,2,3,3,26,4,4,4,5,31,6,6,6,6,31,44,6,6,3,30,32,2,44,2,2,2,2,2,2,2,26,3,2,3,3
8,8,1,15,8,15,8,10,10,10,15,5,4,26,26,41,41,41,41,41,26,26,3,2,2,27,5,26,2,1,44,44,44,44,1,1,1,1,1,1,1,1,1,26,26,6,13,4,27,32,4,1,2,2,2,2,2,2,5,31,31,26,2,3
15,1,8,13,1,5,15,3,8,1,4,6,5,3,26,41,41,26,26,27,27,3,2,3,3,29,26,35,30,41,1,2,2,44,44,2,1,44,44,44,2,3,15,26,27,1,1,4,3,31,6,4,44,1,44,44,3,5,3,1,1,4,2,3
15,1,1,15,1,1,3,1,4,15,5,32,31,4,26,26,26,26,26,31,31,5,3,3,27,27,26,35,30,30,26,44,44,3,26,30,2,5,5,5,5,5,5,26,29,44,1,4,26,32,4,5,32,4,3,4,4,3,3,4,5,5,4,5
15,10,8,1,19,1,6,19,4,1,6,5,5,5,4,4,4,26,26,5,26,32,5,35,26,26,26,26,5,30,31,3,1,5,26,6,13,13,5,4,4,10,4,26,5,4,4,35,27,6,3,1,44,5,5,5,29,31,31,31,31,31,27,5
15,2,1,8,6,1,8,10,5,1,32,31,5,4,4,5,27,26,26,27,3,32,31,3,35,35,26,26,27,41,26,29,10,5,6,13,5,5,13,13,5,5,4,27,27,26,3,26,31,32,31,4,5,5,5,5,5,27,27,4,27,27,5,5
15,15,1,1,1,1,13,1,15,6,31,5,5,5,5,5,5,27,26,41,4,31,26,3,26,26,26,27,27,41,26,29,32,32,5,10,5,5,5,5,5,13,26,26,41,26,26,5,32,31,29,31,31,29,5,5,5,5,5,5,5,5,4,5
2,3,15,4,10,8,1,10,8,5,5,5,5,5,30,31,31,29,5,5,4,26,3,35,26,26,41,27,5,27,27,32,32,5,5,5,4,10,4,5,5,5,41,41,4,27,31,32,27,27,5,27,27,5,5,5,5,5,5,5,5,4,5,5
2,2,8,15,1,4,15,1,10,32,5,5,32,32,32,6,6,32,31,31,5,4,26,26,26,27,27,27,27,27,30,32,5,4,4,4,10,10,10,3,10,5,5,27,27,29,6,5,4,5,5,5,5,5,5,5,4,5,5,31,32,6,6,5
2,2,3,8,15,3,1,10,32,5,5,4,5,32,32,6,6,6,6,30,29,29,31,5,5,27,27,5,5,31,6,6,6,13,4,4,4,10,4,10,10,10,4,27,27,32,6,32,32,32,31,5,5,31,31,31,6,32,6,32,5,3,44,3
2,2,44,3,3,1,1,6,5,4,5,5,5,5,31,32,32,32,32,32,5,27,31,30,30,31,31,30,32,30,30,30,30,32,4,4,4,10,10,10,10,10,10,27,27,31,30,30,32,13,6,6,32,30,31,31,5,4,2,1,44,2,2,3
2,2,44,26,31,10,5,31,32,31,5,5,31,32,32,32,6,6,6,6,6,31,27,5,30,32,32,32,31,5,27,27,27,29,4,4,4,4,4,4,4,10,10,4,27,41,5,31,30,10,5,4,19,8,44,1,1,3,2,2,3,2,44,4
2,2,44,2,32,5,32,4,4,5,5,31,31,5,5,31,31,32,32,32,32,32,31,27,5,31,31,31,31,5,5,5,31,30,5,10,10,10,10,10,4,4,4,10,5,27,27,29,30,31,5,5,13,13,5,5,44,26,44,44,44,44,4,5
2,2,2,44,31,5,5,13,5,5,5,31,32,32,5,31,31,31,32,32,32,32,32,31,5,31,31,5,5,32,5,4,27,29,31,31,5,10,10,10,10,10,10,10,4,27,26,27,29,30,5,5,5,4,5,5,4,5,10,4,4,4,13,5
2,2,2,1,5,5,5,5,5,32,32,32,32,6,32,32,6,32,31,30,32,32,6,32,31,31,6,32,4,5,32,30,30,4,4,31,32,32,30,5,5,31,32,6,6,30,27,27,27,31,30,5,10,4,4,26,4,5,13,13,5,13,13,5
2,2,2,44,26,31,32,32,5,32,32,32,32,6,6,32,6,6,30,32,6,30,29,29,6,31,6,6,32,5,30,30,5,5,4,10,4,5,30,6,6,6,32,5,10,4,27,41,27,5,30,30,30,29,27,4,5,4,4,5,5,6,5,5
2,2,2,44,44,5,32,6,32,32,32,32,32,32,32,32,32,5,4,4,5,5,5,6,6,31,32,6,6,32,5,31,31,5,5,10,10,10,19,3,5,5,10,19,10,10,5,27,26,27,31,30,5,5,5,10,10,4,10,10,13,6,5,5
2,2,2,2,44,2,5,32,6,32,32,32,32,32,32,6,6,6,31,31,5,5,32,32,5,31,6,32,6,6,4,4,5,5,13,5,10,3,4,32,13,5,32,13,10,10,5,29,26,27,27,30,31,13,5,5,4,4,4,10,13,6,6,5
2,2,2,2,2,44,44,4,32,32,32,6,6,32,32,6,32,32,6,6,6,6,32,6,6,6,29,5,5,32,10,10,10,4,10,5,13,32,32,5,4,4,5,31,5,10,10,31,27,41,27,31,30,13,13,5,5,5,10,10,5,13,13,13
2,2,2,2,2,2,44,1,4,32,32,32,6,6,32,6,6,32,31,32,6,6,6,6,6,6,5,5,5,31,10,5,5,5,4,3,8,10,10,10,19,19,10,10,4,4,4,31,27,41,27,29,30,31,5,5,5,5,10,10,5,13,10,13
2,2,2,2,2,2,2,44,1,3,31,32,32,32,32,32,32,6,6,32,32,6,6,6,6,6,19,5,5,31,5,5,5,5,4,5,13,5,5,10,13,5,10,10,10,10,10,5,29,27,27,27,30,31,5,10,5,5,10,19,10,13,10,13
2,2,2,2,2,2,2,2,2,44,2,4,6,6,32,32,32,32,32,6,32,32,32,6,6,13,8,10,5,5,5,13,5,10,10,10,10,10,8,6,32,31,32,6,6,6,13,32,29,27,41,27,31,31,30,5,10,4,10,10,8,5,5,5
2,2,2,2,2,2,2,2,2,2,44,44,4,6,6,6,32,32,32,32,32,6,32,32,6,13,10,10,5,5,5,5,8,8,19,19,10,8,10,6,41,26,26,26,27,29,29,27,5,27,27,27,31,31,31,13,10,10,5,10,8,10,13,5
2,2,2,2,2,2,2,2,2,2,2,44,1,2,5,6,6,32,32,32,32,32,6,32,6,13,8,4,5,5,5,19,19,19,10,10,10,15,32,31,26,26,41,26,27,27,27,5,5,5,27,5,31,29,31,32,10,19,10,5,10,8,13,13
2,2,2,2,2,2,2,2,2,2,2,2,2,44,1,44,5,32,32,32,6,6,32,6,6,5,3,4,3,31,4,8,10,19,10,10,15,10,6,5,26,26,41,41,27,27,27,27,5,27,5,31,29,27,29,32,10,19,19,10,5,10,5,13
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,44,3,4,31,31,6,6,32,6,5,3,10,4,31,10,8,19,3,3,19,15,32,32,27,26,26,41,41,41,27,27,27,5,5,29,31,29,29,30,5,10,19,19,19,10,10,5,13
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,44,3,31,4,4,31,32,6,5,8,10,5,5,10,10,8,3,19,8,15,6,29,27,41,41,41,27,27,27,27,27,27,5,29,29,31,30,5,10,10,10,10,19,19,10,5,13
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26,5,30,32,5,5,5,5,10,10,19,19,19,19,4,31,5,27,27,27,27,27,27,27,5,5,5,5,5,5,5,4,10,10,10,10,10,10,19,19,10,13
